;Names;FA;FA StdDev;MD;MD StdDev;RD;RD StdDev;AD;AD StdDev;Time
37;Subject_165941;0.6599817769810415;0.1876235224238817;0.0007837549460207522;0.00025814260534423524;0.0004396421496710613;0.0003226641771244631;0.0014719805387201337;0.00023728670768376217;25.91
38;Subject_166438;0.678498468357001;0.190395066879841;0.0008324698643460775;0.00030061296504470784;0.0004601714054719982;0.0003707773411167675;0.0015770667820942362;0.00023842338752206948;28.8
39;Subject_166640;0.6784947449575883;0.18085187315413717;0.0008402040846603637;0.0002505596884343;0.0004516394011004278;0.00032307314926080776;0.0016173334517802357;0.00025622568182862276;31.85
40;Subject_167036;0.6997257767862595;0.19559947368904174;0.0007815448124304448;0.00023755873732012126;0.000400150577286889;0.0003092955614583639;0.0015443332827175563;0.0002479216719753022;30.62
41;Subject_167238;0.6688908082039432;0.1579830314893195;0.0008437049561034402;0.0002095748816187303;0.0004568626529618291;0.000266579211465355;0.001617389562386662;0.00023799384078398888;31.6
42;Subject_167440;0.6607359416015925;0.20081451453938154;0.0008328422301707836;0.0002781202145890716;0.00047087243117991653;0.0003522685122288995;0.0015567818281525176;0.00024375819944638872;31.31
43;Subject_167743;0.6835889694180287;0.22482943657686447;0.0008797068967960769;0.00034384957326260917;0.0004835213476558762;0.0004331477426969266;0.0016720779950764784;0.0002861186864716459;31.1
44;Subject_168139;0.6305404136002108;0.17626812460961916;0.000806387951628681;0.0001839783452995762;0.0004728885311826074;0.00024286132874353742;0.0014733867925208282;0.0002006635372142897;31.19
45;Subject_168240;0.666048100095489;0.17224615723028586;0.0008339350036682721;0.0002558718903992836;0.0004630039223838784;0.00031470832433144774;0.0015757971662370598;0.00024045224141593967;31.34
46;Subject_168341;0.6612269239248286;0.19510018169786364;0.0008029909536589563;0.00025406756780215254;0.0004519971447769202;0.0003253719196985969;0.0015049785714230286;0.00022663767539551457;30.9
47;Subject_168745;0.6489128477725485;0.19552848418354973;0.0008921035196120772;0.000330241755739764;0.0005121146462523506;0.00039204343678103486;0.00165208126633153;0.00033273806847182046;30.69
48;Subject_168947;0.6551906262122539;0.19599220224789063;0.0008578069981130985;0.00031390363817077516;0.0004901290057495169;0.0003847225278580513;0.0015931629828402614;0.00027362693497948507;30.78
49;Subject_169040;0.6718239004966604;0.168036792470906;0.0007916038823806626;0.00017982237256304595;0.000426911103031906;0.00023979737622990507;0.0015209894410781759;0.00020397849901874406;29.71
